Name,Year,Gender
Sebastian Millner,2012,M
Johannes Partzsch,2012,M
Stefan Schiefer,2012,M
Stefan Scholze,2012,M
Rene Schuffny,2012,F
Marc-Olivier Schwartz,2012,M
T. Higuchi,1996,M
Makoto Iwata,1996,F
Isamu Kajitani,1996,M
Hiroshi Yamada,1996,F
Bernard Manderick,1996,M
Yutaro Hirao,1996,M
Masao Murakawa,1996,F
Shuji Yoshizawa,1996,F
Tatsumi Furuya,1996,F
Mahdi Shabany,2008,M
P. Glenn Gulak,2008,F
Serge Renaud,2007,M
Jean Tomas,2007,M
Yannick Bornat,2007,M
A. Daouzli,2007,F
Sylvain Saïghi,2007,F
Christopher J. Diorio,1995,M
S. Mahajan,1995,M
Paul Hasler,1995,M
Bradley A. Minch,1995,M
Carver A. Mead,1995,M
G.Y. Yacoub,1989,M
W.H. Ku,1989,M
Patrick Girard,1999,M
L. Guiller,1999,M
Christian Landrault,1999,M
Serge Pravossoudovitch,1999,M
Josep Figueras,1999,M
Salvador Manich,1999,M
Paula Teixeira,1999,F
Maria José Santos,1999,M
Luis Hernandez,2004,M
Andreas Wiesbauer,2004,M
Susana Paton,2004,F
A. Di Giandomencio,2004,M
M.H.-Y. Liao,2006,F
Duan-Yu Chen,2006,M
Chih-Wen Sua,2006,F
Hsiao-Rang Tyan,2006,M
Franz Fürbass,2007,M
Johannes Wolkerstorfer,2007,M
Zhiyu Liu,2007,F
Volkan Kursun,2007,M
Nariankadu D. Hemkumar,1992,M
Joseph R. Cavallaro,1992,M
F. Echman,2005,M
Viktor Öwall,2005,M
Benjamin H. Waters,2014,M
Brody J. Mahoney,2014,M
Gunbok Lee,2014,F
Joshua R. Smith,2014,M
Weiping Li,2000,M
Fan Ling,2000,F
Xuemin Chen,2000,F
Sung Keun Park,1998,M
Chris Toumazou,1998,M
Christian Neeb,2005,M
M.J. Thul,2005,M
Norbert Wehn,2005,M
G. Selimis,2011,M
Mario Konijnenburg,2011,M
Maryam Ashouei,2011,F
Jos Huisken,2011,M
Harmke de Groot,2011,F
Vincent van der Leest,2011,M
Geert-Jan Schrijen,2011,M
Marten van Hulst,2011,M
Pim Tuyls,2011,M
Sergio Toral,2000,M
Jose M. Quero,2000,M
Leopoldo G. Franquelo,2000,M
Vesa Välimäki,1995,F
Lothar Thiele,1989,M
Rosana Esteller,1999,F
George Vachtsevanos,1999,M
J. Echauz,1999,M
B. Lilt,1999,M
Youngkyun Jeong,2004,F
Sungyong Jung,2004,M
Jin Liu,2004,M
Noboru Sakimura,2012,F
Ryusuke Nebashi,2012,M
Yukihide Tsuji,2012,M
Hiroaki Honjo,2012,M
Tadahiko Sugibayashi,2012,M
Hiroki Koike,2012,M
Takashi Ohsawa,2012,M
Shunsuke Fukami,2012,M
Takahiro Hanyu,2012,M
Hideo Ohno,2012,M
Tetsuo Endoh,2012,M
S. Bouguezel,2011,M
Muhammad Ahmad,2011,M
Mallappa Kumara Swamy,2011,F
Linlin Zheng,2008,M
Sally Rodriguez,2008,M
Lu Zhang,2008,F
Botao Shao,2008,M
Lirong Zheng,2008,M
Wei Yan,2004,M
Duo Jin,2004,M
Mohan S. Kankanhalli,2004,M
Minhyeok Shin,2008,F
Hanho Lee,2008,F
Anantha P. Chandrakasan,1998,M
Rajeevan Amirtharajah,1998,M
J. Goodman,1998,M
W. Rabiner,1998,M
Paul Hasler,1995,M
Christopher J. Diorio,1995,M
Bradley A. Minch,1995,M
Carver A. Mead,1995,M
M.E. Aggoune,1989,F
Les Atlas,1989,M
David Cohn,1989,M
M.J. Damborg,1989,F
Mohamed A. El-Sharkawi,1989,M
Ronald Marks,1989,M
Philip T. Krein,1999,M
Jim A. Simpson,2007,M
Maysam Ghovanloo,2007,M
Lei Wang,2000,F
Licheng Jiao,2000,M
Byunghoo Jung,2005,M
Yi-Hung Tseng,2005,M
