Name,Year,Gender
Victor Plessky,1995,M
S.N. Kondratiev,1995,M
R. Stierlin,1995,M
F. Nyffeler,1995,M
Andrew J. Logan,2009,M
Lawrence K.S. Wong,2009,M
John T.W. Yeow,2009,M
T.W. Grudkowski,1980,M
G.K. Montress,1980,M
M. Gilden,1980,M
J.F. Black,1980,M
G. Scholl,1993,M
Werner Ruile,1993,M
Peter Russer,1993,M
W.A. Smith,1991,F
Morten Arendt Rasmussen,2013,M
Jørgen Arendt Jensen,2013,M
D.E. Cullen,1975,M
T.M. Reeder,1975,M
T.W. Grudkowski,1980,M
J.F. Black,1980,M
T.M. Reeder,1980,M
D.E. Cullen,1980,M
R. Wagner,1980,M
Kazuhiko Yamanouchi,1984,M
H. Furuyashiki,1984,M
Toyohiko Yano,1987,M
Fukukita H,1987,F
S. Ueno,1987,M
Atsushi Fukumoto,1987,M
Bruno Hans Haider,1999,M
Richard Yung Chiao,1999,M
Fred S. Hickernell,1980,M
Marc Lukacs,1999,M
Michael Sayer,1999,M
G.R. Lockwood,1999,M
Stephen P. Foster,1999,M
M.M. Driscoll,1985,M
B.W. Kramer,1985,M
Floyd Dunn,1981,M
W. K. Law,1981,M
Leon A. Frizzell,1981,F
R.A. Noble,2002,M
R.R. Davies,2002,M
D. King,2002,M
M.M. Day,2002,M
A.D.R. Jones,2002,M
J.S. McIntosh,2002,M
David A. Hutchins,2002,M
P. Saul,2002,M
Xiaohui Hao,2000,M
Colin E. Bruce,2000,M
Cristina Pislaru,2000,F
James F. Greenleaf,2000,M
David Hope Simpson,1997,M
Peter C. Burns,1997,M
I. Ladabaum,2000,M
P. Wagner,2000,M
C. Zanelli,2000,F
Jeremy Mould,2000,M
P. T. Reynolds,2000,M
Gregory L. Wojcik,2000,M
Mohammad Mehrmohammadi,2007,M
John J. Oh,2007,M
Lin Ma,2007,F
Evgeniya Yantsen,2007,F
Timothy S. Larson,2007,M
Srivalleesha Mallidi,2007,F
Sung Keun Park,2007,M
K. J. Johnston,2007,M
Konstantin V Sokolov,2007,M
T. Miner,2007,M
Stanislav Emelianov,2007,M
L. J. Bowen,1993,M
Richard L. Gentilman,1993,M
H.T.M. Pham,1993,M
D.F. Fiore,1993,M
K. W. French,1993,M
F. Vanhelmont,2006,M
P. Philippe,2006,M
Andreas Jansman,2006,M
Robert F. Milsom,2006,M
J. J. M. Ruigrok,2006,M
