Name,Year
Joaquin Vanschoren,2015
Bernd Bischl,2015
André C. P. L. F. de Carvalho,2015
F. Takeda,2000
Toshihiro Nishikage,2000
Georgios C. Anagnostopoulos,2000
M. Georgiopulos,2000
Leonid Perlovsky,2010
Marie-Claude Bonniot-Cabanac,2010
Michel Cabanac,2010
Vitoantonio Bevilacqua,2006
Giuseppe Mastronardi,2006
Filippo Menolascina,2006
Paolo Pannarale,2006
Antonio Pedone,2006
Gabriel S. Simoes,2016
Jonatas Wehrmann,2016
Rodrigo Barros,2016
Duncan D. Ruiz,2016
Sherif M. Abdelfattah,2018
Ghodai Abdelrahman,2018
Min Wang,2018
Tuan Anh Le,2017
Atılım Güneş Baydin,2017
Robert Zinkov,2017
Frank Wood,2017
Dianhui Wang,2005
Guang-Bin Huang,2005
Lian Zhou Jiang,2015
Douglas L. Maskell,2015
Young-Ik Kim,1991
J.B. Ra,1991
Makhoul,1989
El-Jaroudi,1989
Schwartz,1989
Sambu Seo,2000
Marko Wallat,2000
Thore Graepel,2000
Klaus Obermayer,2000
H. Ahmadi,1990
Xiangnan Zhong,2014
Zhen Ni,2014
Haibo He,2014
Xin Xu,2014
Dongbin Zhao,2014
Marissa Milne,2010
Martin H. Luerssen,2010
Trent W. Lewis,2010
Richard Leibbrandt,2010
David M. W. Powers,2010
Marcin Korytkowski,2006
Leszek Rutkowski,2006
R. Scherer,2006
Isabelle Guyon,2006
A.R.S.A. Alamdari,2006
Gideon Dror,2006
Joachim M. Buhmann,2006
Bruce Segee,1991
Mark D. Carter,1991
Wentao Li,2016
Min Gao,2016
Hua Li,2016
Qingyu Xiong,2016
Junhao Wen,2016
Zhongfu Wu,2016
Raghad Al-Shabandar,2017
Abir Hussain,2017
Andy Laws,2017
Robert Keight,2017
Janet Lunn,2017
Naeem Radi,2017
C. Vishnu,2017
Dinesh Singh,2017
C. Krishna Mohan,2017
Sobhan Babu Ch.,2017
Aleksandar Botev,2017
Guy Lever,2017
David G. Barber,2017
Hui Kong,2005
Xuchun Li,2005
Lei Wang,2005
Eam Khwang Teoh,2005
Jian-Gang Wang,2005
Ronda Venkateswarlu,2005
Harris Drucker,1991
Y. Le Cun,1991
Pramod Gaur,2015
Ram Bilas Pachori,2015
Hui Wang,2015
Girijesh Prasad,2015
Lasitha Vidyaratne,2016
Alexander Glandon,2016
M. Alam,2016
K. M. Iftekharuddin,2016
Johannes Schemmel,2017
Laura Kriener,2017
Paul Muller,2017
Karlheinz Meier,2017
Fateme Fahiman,2017
Sarah M. Erfani,2017
Sutharshan Rajasegarar,2017
Marimuthu Palaniswami,2017
Christopher Leckie,2017
Monit Shah Singh,2017
Vinaychandran Pondenkandath,2017
Bo Zhou,2017
Paul Lukowicz,2017
Marcus Liwickit,2017
Keita Ito,2003
Ryosuke Nakano,2003
Amit Juneja,2003
Carol Y. Espy-Wilson,2003
József Valyon,2004
Gábor Horváth,2004
Anthony Setiawan,2009
Irena Koprinska,2009
