Name,Year
Tim C. Lueth,1998
Alexander Hein,1998
J. Albrecht,1998
M. Demirtas,1998
Stefan Zachow,1998
E. Heissler,1998
Matthias Klein,1998
Horst Menneking,1998
Günter Hommel,1998
Jürgen Bier,1998
Hernan A. Miranda,2009
Remus Teodorescu,2009
Pedro Rodriguez,2009
Lars Helle,2009
Christian Lesjak,2015
Daniel Hein,2015
Johannes Winter,2015
B.H. Lam,1999
Sanjib Kumar Panda,1999
Jianbin Xu,1999
Khiang Wee Lim,1999
Cassiano Rech,2002
Hilton Abilio Grundling,2002
Helio Leaes Hey,2002
Humberto Pinheiro,2002
Jose Renes Pinheiro,2002
Armin Teymouri,2018
Ali Mehrizi-Sani,2018
Chen-Ching Liu,2018
V. Vlatkovic,1993
D. Borojevic,1993
Fred C. Lee,1993
Marian P. Kazmierkowski,2003
Giuseppe Buja,2003
Flavia Khatounian,2003
Eric Monmasson,2003
F. Berthereau,2003
Emmanuel Delaleau,2003
Jean-Paul Louis,2003
Hoang Le-Huy,2001
Seunghun Baek. Yu Du,2010
Gangyao Wang,2010
Subhashish Bhattacharya,2010
Harish N. S. Krishnamoorthy,2012
Pawan Kumar Garg,2012
Prasad Enjeti,2012
Keith Corzine,2013
Md. Apel Mahmud,2011
M. Shamim Hossain,2011
Hemanshu R. Pota,2011
A. B. M. Nasiruzzaman,2011
K. Iuchi,2005
Hiroshi Niki,2005
Toshiyuki Murakami,2005
Dagoberto Martins,2001
R. Demonti,2001
Hak-Keung Lam,2001
Sai Ho Ling,2001
Frank H. F. Leung,2001
Paul K.H. Tam,2001
Xu Kong,2004
L.T. Choi,2004
Ashwin M. Khambadkone,2004
Jennifer L. Marshall,2005
Mehrdad Kazerani,2005
Josey Mathew,2015
Ming Luo,2015
Chee Khiang Pang,2015
Hian Leng Chan,2015
Malabika Basu,2002
Souvik Das,2002
G.K. Dubey,2002
Nobuyuki Kasa,2002
Takashi Iida,2002
Alessandro Cannata,2009
Stamatis Karnouskos,2009
Marco Taisch,2009
Shervin Mizani,2009
Amirnaser Yazdani,2009
Salem Rahmani,2002
Kamal Al-Haddad,2002
Farhat Fnaiech,2002
Gaetano Patti,2016
Luca Leonardi,2016
Lucia Lo Bello,2016
Oliver Wallscheid,2014
Tobias B. Huber,2014
Wilhelm C. H. Peters,2014
Joachim Bocker,2014
M. Matsuoka,1995
T. Murakami,1995
Kouhei Ohnishi,1995
A. Santolaria,2003
Joaquín Balcells,2003
Daniel Gonzalez,2003
J.M. Gago,2003
Guillermo O. Garcia,1994
Jose Andres Santisteban,1994
S.D. Brignone,1994
Cristian Lascu,2013
Ion Boldea,2013
Frede Blaabjerg,2013
Song Han,2010
Xiuming Zhu,2010
Aloysius K. Mok,2010
Mark S. Nixon,2010
Field T. Blevins,2010
Deji Chen,2010
Michael Karim Habib,2007
Kenji Watanabe,2007
K. Izumi,2007
Jonathan Chang Yung-Cheng,2005
Fan-Tien Cheng,2005
R. Steiner,2009
Peter Steimer,2009
Florian Krismer,2009
Johann W. Kolar,2009
Yutaka Hori,1993
