Name,Year,Gender
Andrey K. Morozov,2012,M
Sandipa Singh,2012,M
Jim Partan,2012,M
Max Deffenbaugh,1996,M
James G. Bellingham,1996,M
Hans Rudolf Schmidt,1996,M
André Goalic,2006,M
Joel Trubuil,2006,M
Nicolas Beuzelin,2006,M
E Hammerstad,1991,M
Freddy Pohner,1991,M
François Parthiot,1991,M
J. V. Bennett,1991,M
Sam Gooch,2009,M
Jim Thomson,2009,M
Brian Polagye,2009,F
Dallas Meggitt,2009,F
E. Bejjani,1996,F
J.-C. Belfiore,1996,M
Joaquim Salvi,2008,M
Yvan Petillot,2008,M
Scott Thomas,2008,M
Josep Aulinas,2008,M
E.O. Belcher,1999,M
D.C. Lynn,1999,F
H.Q. Dinh,1999,M
T.J. Laughlin,1999,M
Benedetto Allotta,2015,F
Luigi Chisci,2015,M
Riccardo Costanzi,2015,M
Francesco Fanelli,2015,F
Claudio Fantacci,2015,M
Enrico Meli,2015,M
Alessandro Ridolfi,2015,M
Andrea Caiti,2015,F
Francesco Di Corato,2015,M
Davide Fenucci,2015,M
Gianni Cario,2015,M
Alessandro Casavola,2015,M
Marco Lupia,2015,F
Claudio Rosace,2015,M
K.Y. Foo,2004,M
Philip R. Atkins,2004,M
T.J.B. Collins,2004,M
Colin J Morley,2004,M
Jane C. Davies,2004,M
Adam S. Frankel,2002,M
William T. Ellison,2002,M
J. Buchanan,2002,M
Lina Pu,2012,F
Yu Luo,2012,M
Yibo Zhu,2012,M
Zheng Peng,2012,M
Jun-Hong Cui,2012,M
Shruti Khare,2012,F
Lei Wang,2012,F
Benyuan Liu,2012,M
Greg Baiden,2007,M
Y. Bissiri,2007,F
Louise E. Bird,2007,F
Alexei Sherman,2007,M
James M. Ryan,2007,M
Sharbari Banerjee,2013,F
Monika Agrawal,2013,F
Jeff Snyder,2010,M
Y. H. Zheng,2007,M
Chengshan Xiao,2007,M
T. Yang,2007,M
Wen Yang,2007,M
Brian Polagye,2010,F
J. Epler,2010,M
J. A. Thomson,2010,M
Frederick R. Driscoll,2008,M
Gabriel Alsenas,2008,M
P.P. Beaujean,2008,M
Salvatore Emanuele Ravenna,2008,F
Joyce S. Raveling,2008,F
E. Busold,2008,M
C. R. Slezycki,2008,M
Geoffrey G. Xie,2006,M
John Gibson,2006,M
L. Diaz-Gonzalez,2006,M
RG Huggett,1986,M
Michael A. Unger,1986,F
D. Westbrook,1986,M
Hugh B. Milburn,1996,M
A.I. Nakamura,1996,F
Frank I. Gonzalez,1996,M
Aaron Shafer,2008,M
Michael R. Benjamin,2008,M
John J. Leonard,2008,M
J. Curcio,2008,M
Bjørn Jalving,1999,M
David Ribas,2011,M
Pere Ridao,2011,M
Lluís Magí,2011,M
Narcis Palomeras,2011,M
Marc Carreras,2011,M
R. Galvin,1996,M
R.E.W. Coats,1996,M
T.R. Clem,2002,M
F. Blackmon,2002,M
E.M. Sozer,2002,F
Milica Stojanovic,2002,F
John G. Proakis,2002,M
S.M. Smith,1997,M
Jong-Kyu Park,1997,M
A. Neel,1997,F
Kjetil Bergh Anonsen,2010,M
Ove Kent Hagen,2010,M
Stojanovic,2003,M
Freitag,2003,F
Marc Hildebrandt,2008,M
J. Albiez,2008,M
Frank Kirchner,2008,M
Nuno Cruz,2010,M
Anibal Matos,2010,M
N.N. Soreide,2001,M
C.E. Woody,2001,M
S.M. Holt,2001,M
Baosheng Li,2008,F
